"","gene","entrez_id","ensembl_id","class","pct.1","pct.2","avg_logFC","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"294","NEAT1",283131,NA,"Non-neuronal",0.664,0.201,3.12940290443423,0.773,0.546,0,0
"295","NELL2",4753,"ENSG00000184613","Neuronal",0.906,0.45,2.91060566313645,0.886,0.772,0,0
"296","NEUROD6",63974,"ENSG00000164600","Neuronal",0.49,0.025,2.62497846186909,0.735,0.47,0,0
"297","NHSL1",57224,"ENSG00000135540","Non-neuronal",0.659,0.431,4.11174265374781,0.703,0.406,0,0
"298","NINJ2",4815,"ENSG00000171840","Non-neuronal",0.39,0.199,3.25551048913163,0.617,0.234,6.71869757407569e-221,3.378228327221e-216
"299","NOTCH2",4853,"ENSG00000134250","Non-neuronal",0.396,0.171,2.56245649225876,0.629,0.258,1.09740759143598e-232,5.51787511049927e-228
"300","NPL",80896,"ENSG00000135838","Non-neuronal",0.402,0.252,2.55165623032946,0.6,0.2,1.30381283751544e-172,6.5557013283114e-168
"301","NPY1R",4886,"ENSG00000164128","Neuronal",0.575,0.032,3.08324222063852,0.777,0.554,0,0
"302","NRG1",3084,"ENSG00000157168","Neuronal",0.919,0.712,4.02473622126203,0.834,0.668,0,0
"303","NRIP3",56675,"ENSG00000175352","Neuronal",0.457,0.074,2.55263438616355,0.702,0.404,0,0
"304","NWD1",284434,"ENSG00000188039","Non-neuronal",0.534,0.437,2.61548370778846,0.597,0.194,3.58515909660224e-167,1.80265384536257e-162
"305","NWD2",57495,"ENSG00000174145","Neuronal",0.63,0.209,3.07963728432384,0.757,0.514,0,0
"306","NYAP2",57624,"ENSG00000144460","Neuronal",0.87,0.417,3.63064639447517,0.87,0.74,0,0
"307","OCA2",4948,"ENSG00000104044, ENSG00000277361","Neuronal",0.638,0.256,2.65271846962416,0.746,0.492,0,0
"308","OLFM3",118427,"ENSG00000118733","Neuronal",0.785,0.14,3.72533820871348,0.866,0.732,0,0
"309","OLIG1",116448,"ENSG00000184221","Non-neuronal",0.434,0.022,4.54087778581601,0.71,0.42,0,0
"310","OLMALINC",90271,NA,"Non-neuronal",0.354,0.174,2.84925871809136,0.608,0.216,1.19454479986334e-217,6.00629070819286e-213
"311","OPALIN",93377,"ENSG00000197430","Non-neuronal",0.358,0.026,5.42685471049677,0.67,0.34,0,0
"312","OPRM1",4988,"ENSG00000112038","Neuronal",0.537,0.232,2.62038875650434,0.691,0.382,0,0
"313","OR2AG2",338755,"ENSG00000188124","Neuronal",0.702,0.189,2.93146907766561,0.804,0.608,0,0
"314","PADI2",11240,"ENSG00000117115","Non-neuronal",0.546,0.114,4.06054549805945,0.739,0.478,0,0
"315","PAK3",5063,"ENSG00000077264","Neuronal",0.999,0.948,2.50415874849009,0.962,0.924,0,0
"316","PALD1",27143,"ENSG00000107719","Non-neuronal",0.395,0.265,3.45148958988094,0.587,0.174,3.81090086148697e-145,1.91615906216426e-140
"317","PCLO",27445,"ENSG00000186472","Neuronal",0.996,0.482,2.7711640164343,0.97,0.94,0,0
"318","PCSK2",5126,"ENSG00000125851","Neuronal",0.911,0.253,3.13708796242913,0.92,0.84,0,0
"319","PCSK6",5046,"ENSG00000140479","Non-neuronal",0.556,0.35,2.82876371041429,0.653,0.306,7.42335310705828e-271,3.73253617575997e-266
"320","PHF21B",112885,"ENSG00000056487","Non-neuronal",0.428,0.26,2.6649186693251,0.614,0.228,3.61836659669215e-216,1.81935090848278e-211
"321","PHLDB1",23187,"ENSG00000019144","Non-neuronal",0.696,0.376,3.16132621079864,0.75,0.5,0,0
"322","PHLPP1",23239,"ENSG00000081913","Non-neuronal",0.911,0.791,2.75667708395334,0.808,0.616,0,0
"323","PIP4K2A",5305,"ENSG00000150867","Non-neuronal",0.844,0.668,3.14283613379663,0.763,0.526,0,0
"324","PLA2G16",11145,"ENSG00000176485","Non-neuronal",0.42,0.199,3.15462602205797,0.635,0.27,6.40550672629442e-280,3.2207528370481e-275
"325","PLCG2",5336,"ENSG00000197943","Non-neuronal",0.388,0.282,3.72316918176602,0.579,0.158,9.40173418886641e-142,4.72728596750392e-137
"326","PLD1",5337,"ENSG00000075651","Non-neuronal",0.628,0.35,3.64188326935294,0.708,0.416,0,0
"327","PLEKHB1",58473,"ENSG00000021300","Non-neuronal",0.49,0.105,3.43296427551083,0.708,0.416,0,0
"328","PLEKHH1",57475,"ENSG00000054690","Non-neuronal",0.594,0.405,3.11843950331809,0.668,0.336,0,0
"329","PLLP",51090,"ENSG00000102934","Non-neuronal",0.504,0.105,5.17957169411489,0.722,0.444,0,0
"330","PLP1",5354,"ENSG00000123560","Non-neuronal",0.616,0.175,6.16404678830217,0.752,0.504,0,0
"331","PLXNB1",5364,"ENSG00000164050","Non-neuronal",0.452,0.092,3.21049275058206,0.691,0.382,0,0
"332","PLXNB3",5365,"ENSG00000198753","Non-neuronal",0.411,0.029,3.90224508990019,0.695,0.39,0,0
"333","PMP22",5376,"ENSG00000109099","Non-neuronal",0.496,0.113,4.09151495462696,0.712,0.424,0,0
"334","PON2",5445,"ENSG00000105854","Non-neuronal",0.608,0.063,4.6316395866389,0.788,0.576,0,0
"335","PPAP2B",8613,"ENSG00000162407","Non-neuronal",0.526,0.148,3.36755477166857,0.715,0.43,0,0
"336","PPP1R14A",94274,"ENSG00000167641","Non-neuronal",0.357,0.033,4.10975267915777,0.667,0.334,0,0
"337","PREX1",57580,"ENSG00000124126","Non-neuronal",0.762,0.292,3.3484757921132,0.809,0.618,0,0
"338","PRKCH",5583,"ENSG00000027075","Non-neuronal",0.363,0.291,3.22859703044313,0.556,0.112,2.77035664068528e-81,1.39296302250297e-76
"339","PRKCQ",5588,"ENSG00000065675","Non-neuronal",0.651,0.451,2.60921333841442,0.671,0.342,5.77348530426061e-305,2.90296614583528e-300
"340","PRMT8",56341,"ENSG00000111218","Neuronal",0.734,0.171,2.89501580901188,0.83,0.66,0,0
"341","PRR16",51334,"ENSG00000184838","Neuronal",0.834,0.26,4.24725525727353,0.878,0.756,0,0
"342","PRR5L",79899,"ENSG00000135362","Non-neuronal",0.458,0.166,4.17220955965223,0.673,0.346,0,0
"343","PSAT1",29968,"ENSG00000135069","Non-neuronal",0.416,0.2,2.60904034169591,0.629,0.258,4.11785825631752e-222,2.07050030985901e-217
"344","PTAFR",5724,"ENSG00000169403","Non-neuronal",0.418,0.308,3.41566908852462,0.589,0.178,4.10163654510619e-169,2.06234387124485e-164
"345","PTGDS",5730,"ENSG00000107317","Non-neuronal",0.803,0.271,4.2505113945497,0.859,0.718,0,0
"346","PTN",5764,"ENSG00000105894","Non-neuronal",0.643,0.214,2.89969891876345,0.759,0.518,0,0
"347","PTPRR",5801,"ENSG00000153233","Neuronal",0.92,0.276,4.02205590000685,0.937,0.874,0,0
"348","PTPRZ1",5803,"ENSG00000106278","Non-neuronal",0.603,0.541,2.56975848191608,0.603,0.206,6.26324129300895e-131,3.14922035453783e-126
"349","PWAR1",145624,NA,"Neuronal",0.505,0.015,2.77242803766566,0.745,0.49,0,0
"350","RAD51B",5890,"ENSG00000182185","Non-neuronal",0.846,0.748,2.52954617676101,0.712,0.424,0,0
"351","RALYL",138046,"ENSG00000184672","Neuronal",0.959,0.612,3.41426070001542,0.908,0.816,0,0
"352","RAPGEF3",10411,"ENSG00000079337","Non-neuronal",0.435,0.135,3.10948087114174,0.669,0.338,0,0
"353","RASSF2",9770,"ENSG00000101265","Non-neuronal",0.521,0.278,3.19576712189872,0.661,0.322,2.32738620298024e-286,1.17023305672049e-281
"354","RBFOX1",54715,"ENSG00000078328","Neuronal",1,0.988,2.60234614478837,0.971,0.942,0,0
"355","RBFOX3",146713,"ENSG00000167281","Neuronal",0.966,0.442,3.27311872483635,0.954,0.908,0,0
"356","RBM47",54502,"ENSG00000163694","Non-neuronal",0.833,0.73,2.85321685265892,0.669,0.338,6.41538861809454e-204,3.22572155106412e-199
"357","RBP4",5950,"ENSG00000138207","Neuronal",0.372,0.023,2.67444439272299,0.677,0.354,0,0
"358","RELN",5649,"ENSG00000189056","Neuronal",0.671,0.635,3.09557565167596,0.518,0.036,7.31417099160755e-70,3.67763831629019e-65
"359","RFTN2",130132,"ENSG00000162944","Non-neuronal",0.804,0.46,4.28248415327397,0.815,0.63,0,0
"360","RGCC",28984,"ENSG00000102760","Non-neuronal",0.368,0.091,3.36424864742732,0.649,0.298,0,0
"361","RIMBP2",23504,"ENSG00000060709","Neuronal",0.909,0.284,2.84806103493173,0.919,0.838,0,0
"362","RIN2",54453,"ENSG00000132669","Non-neuronal",0.87,0.589,2.6346679291583,0.805,0.61,0,0
"363","RNASE1",6035,"ENSG00000129538","Non-neuronal",0.401,0.031,5.14297742990395,0.689,0.378,0,0
"364","RNF125",54941,"ENSG00000101695","Non-neuronal",0.571,0.39,2.81665652941793,0.64,0.28,1.19551379329956e-192,6.01116290408954e-188
"365","RNF219.AS1",NA,NA,"Non-neuronal",0.512,0.343,5.00024103930897,0.636,0.272,0,0
"366","RNF220",55182,"ENSG00000187147","Non-neuronal",0.805,0.664,4.06166325521577,0.723,0.446,0,0
"367","ROBO2",6092,"ENSG00000185008","Neuronal",0.996,0.763,5.01477895623854,0.97,0.94,0,0
"368","RREB1",6239,"ENSG00000124782","Non-neuronal",0.431,0.266,3.1968896505129,0.613,0.226,1.07964638536708e-192,5.42856999026421e-188
"369","RXFP1",59350,"ENSG00000171509","Neuronal",0.671,0.23,3.78449256005463,0.777,0.554,0,0
"370","RYR2",6262,"ENSG00000198626","Neuronal",0.989,0.785,3.14335756310115,0.948,0.896,0,0
"371","S100B",6285,"ENSG00000160307","Non-neuronal",0.577,0.078,4.26949621646863,0.765,0.53,0,0
"372","SAMD5",389432,"ENSG00000203727","Neuronal",0.724,0.462,2.79386590346441,0.73,0.46,0,0
"373","SCD",6319,"ENSG00000099194","Non-neuronal",0.533,0.193,3.90679596687847,0.705,0.41,0,0
"374","SCN3B",55800,"ENSG00000166257","Neuronal",0.885,0.086,2.77272435596177,0.922,0.844,0,0
"375","SFTA1P",207107,NA,"Neuronal",0.552,0.022,3.50102033318741,0.77,0.54,0,0
"376","SH3GL2",6456,"ENSG00000107295","Neuronal",0.878,0.254,2.64991105509224,0.893,0.786,0,0
"377","SHROOM4",57477,"ENSG00000158352","Non-neuronal",0.57,0.211,4.56062241057176,0.727,0.454,0,0
"378","SLC1A2",6506,"ENSG00000110436","Non-neuronal",0.597,0.728,3.089145776953,0.514,0.028,4.43844483730676e-180,2.23169444864621e-175
"379","SLC1A3",6507,"ENSG00000079215","Non-neuronal",0.819,0.124,6.20105427518163,0.893,0.786,0,0
"380","SLC22A24",283238,"ENSG00000197658","Neuronal",0.486,0.212,2.86946128244218,0.662,0.324,0,0
"381","SLC22A25",387601,"ENSG00000196600","Neuronal",0.558,0.259,3.14083047268438,0.684,0.368,0,0
"382","SLC26A4",5172,"ENSG00000091137","Neuronal",0.551,0.099,3.02083244885209,0.747,0.494,0,0
"383","SLC2A5",6518,"ENSG00000142583","Non-neuronal",0.582,0.455,3.47274509049721,0.623,0.246,5.09576551686561e-152,2.5622018595352e-147
"384","SLC35D2",11046,"ENSG00000130958, ENSG00000285269","Non-neuronal",0.609,0.354,3.86448994068339,0.697,0.394,0,0
"385","SLC4A10",57282,"ENSG00000144290","Neuronal",0.998,0.473,2.88980920261815,0.975,0.95,0,0
"386","SLC5A11",115584,"ENSG00000158865, ENSG00000288216","Non-neuronal",0.692,0.496,4.84901471826168,0.7,0.4,0,0
"387","SLC6A7",6534,"ENSG00000011083","Neuronal",0.601,0.039,2.92641921289758,0.79,0.58,0,0
"388","SLCO1A2",6579,"ENSG00000084453","Non-neuronal",0.521,0.246,5.16480256451831,0.686,0.372,0,0
"389","SLIT3",6586,"ENSG00000184347","Neuronal",0.869,0.748,2.80342549059213,0.741,0.482,0,0
"390","SNORD115.",NA,NA,"Neuronal",0.994,0.207,3.22482028474552,0.977,0.954,0,0
"391","SNRPN",6638,"ENSG00000128739","Neuronal",0.937,0.502,2.6622856561436,0.9,0.8,0,0
"392","SPATA22",84690,"ENSG00000141255","Non-neuronal",0.569,0.407,3.06429372704983,0.645,0.29,6.02217621922458e-264,3.02801042478831e-259
"393","SPHKAP",80309,"ENSG00000153820","Neuronal",0.578,0.167,3.2463936392276,0.74,0.48,0,0
"394","SPP1",6696,"ENSG00000118785","Non-neuronal",0.502,0.075,4.35518245972026,0.725,0.45,0,0
"395","SRRM3",222183,"ENSG00000177679","Neuronal",0.98,0.554,2.79310387222278,0.956,0.912,0,0
"396","SRRM4",84530,"ENSG00000139767","Neuronal",0.962,0.416,3.69358773720791,0.959,0.918,0,0
"397","ST18",9705,"ENSG00000147488","Non-neuronal",0.626,0.206,5.88750088611692,0.756,0.512,0,0
"398","ST6GALNAC5",81849,"ENSG00000117069","Neuronal",0.834,0.295,3.08045347352842,0.86,0.72,0,0
"399","STON2",85439,"ENSG00000140022","Non-neuronal",0.432,0.249,3.59141319122798,0.626,0.252,2.98866428009352e-313,1.50273028667382e-308
"400","STXBP5L",9515,"ENSG00000145087","Neuronal",0.997,0.715,2.73809574611287,0.964,0.928,0,0
"401","STYK1",55359,"ENSG00000060140","Neuronal",0.416,0.094,2.64076225866856,0.675,0.35,0,0
"402","SUCLG2",8801,"ENSG00000172340","Non-neuronal",0.519,0.361,2.70216605982124,0.626,0.252,6.12604352535046e-239,3.08023594498147e-234
"403","SULF1",23213,"ENSG00000137573","Neuronal",0.377,0.2,3.05856137274759,0.605,0.21,1.50307897711371e-243,7.55763140482545e-239
"404","SVOP",55530,"ENSG00000166111","Neuronal",0.85,0.255,2.66386625275566,0.885,0.77,0,0
"405","SYN2",6854,"ENSG00000157152","Neuronal",0.987,0.389,2.58126263974175,0.955,0.91,0,0
"406","SYNPR",132204,"ENSG00000163630","Neuronal",0.82,0.316,3.86732298732124,0.846,0.692,0,0
"407","SYT1",6857,"ENSG00000067715","Neuronal",0.995,0.501,3.32208784188728,0.981,0.962,0,0
"408","SYT7",9066,"ENSG00000011347","Neuronal",0.738,0.071,2.72796494943302,0.851,0.702,0,0
"409","SYTL5",94122,"ENSG00000147041","Neuronal",0.355,0.184,3.12364394270069,0.599,0.198,2.42575316337588e-227,1.21969294807703e-222
"410","TANC1",85461,"ENSG00000115183","Non-neuronal",0.781,0.494,2.78206004255509,0.756,0.512,0,0
"411","TBXAS1",6916,"ENSG00000059377","Non-neuronal",0.436,0.262,4.21543914367312,0.617,0.234,1.67721751546226e-227,8.43321738949578e-223
"412","TCERG1L",256536,"ENSG00000176769","Neuronal",0.547,0.203,2.81145915701746,0.709,0.418,0,0
"413","TENM3",55714,"ENSG00000218336","Neuronal",0.933,0.547,2.50349328217462,0.888,0.776,0,0
"414","TF",7018,"ENSG00000091513","Non-neuronal",0.701,0.698,2.95992942067136,0.62,0.24,2.13202986057496e-250,1.07200593419569e-245
"415","TLK2P1",646202,NA,"Neuronal",0.422,0.067,2.75474389053358,0.686,0.372,0,0
"416","TMCC3",57458,"ENSG00000057704","Non-neuronal",0.474,0.285,2.70592194705424,0.629,0.258,5.13197834320475e-215,2.58041003074678e-210
"417","TMEM144",55314,"ENSG00000164124","Non-neuronal",0.709,0.281,3.99340114760941,0.784,0.568,0,0
"418","TMEM261P1",100289059,NA,"Neuronal",0.786,0.067,3.46940643624097,0.879,0.758,0,0
"419","TMEM63A",9725,"ENSG00000196187","Non-neuronal",0.565,0.095,4.94153997168335,0.758,0.516,0,0
"420","TNS3",64759,"ENSG00000136205","Non-neuronal",0.669,0.448,3.31494065735075,0.701,0.402,0,0
"421","TRHDE",29953,"ENSG00000072657","Neuronal",0.732,0.39,2.60472746899902,0.748,0.496,0,0
"422","TSC22D4",81628,"ENSG00000166925","Non-neuronal",0.539,0.137,3.42763140452593,0.728,0.456,0,0
"423","TSPAN15",23555,"ENSG00000099282","Non-neuronal",0.365,0.179,3.25580082176222,0.612,0.224,5.56092175004927e-241,2.79608706514227e-236
"424","TTYH2",94015,"ENSG00000141540","Non-neuronal",0.573,0.127,4.56881099510034,0.753,0.506,0,0
"425","UGT8",7368,"ENSG00000174607","Non-neuronal",0.522,0.078,5.54551513103354,0.739,0.478,0,0
"426","UNC13C",440279,"ENSG00000137766","Neuronal",0.801,0.453,2.73256679486073,0.787,0.574,0,0
"427","UNC5D",137970,"ENSG00000156687","Neuronal",0.923,0.535,2.52465186916512,0.865,0.73,0,0
"428","VRK2",7444,"ENSG00000028116","Non-neuronal",0.427,0.257,3.36360603188903,0.622,0.244,0,0
"429","VSTM2A",222008,"ENSG00000170419","Neuronal",0.519,0.039,2.5873609283105,0.743,0.486,0,0
"430","VWC2L",402117,"ENSG00000174453","Neuronal",0.413,0.058,3.30576329691866,0.686,0.372,0,0
"431","WBSCR17",64409,"ENSG00000185274","Neuronal",0.985,0.827,2.59361372959525,0.934,0.868,0,0
"432","WIPF1",7456,"ENSG00000115935","Non-neuronal",0.512,0.201,3.53985729319296,0.69,0.38,0,0
"433","YAP1",10413,"ENSG00000137693","Non-neuronal",0.396,0.218,3.30702680308391,0.616,0.232,8.76735437305226e-239,4.40831345231441e-234
"434","ZBBX",79740,"ENSG00000169064","Neuronal",0.649,0.174,2.95515213882582,0.776,0.552,0,0
"435","ZBTB20",26137,"ENSG00000181722","Non-neuronal",0.982,0.71,2.76238378214295,0.945,0.89,0,0
"436","ZCCHC24",219654,"ENSG00000165424","Non-neuronal",0.498,0.036,4.62052304182284,0.739,0.478,0,0
"437","ZFHX4",79776,"ENSG00000091656","Non-neuronal",0.606,0.153,3.10156301881751,0.756,0.512,0,0
"438","ZHX2",22882,"ENSG00000178764","Non-neuronal",0.755,0.462,2.81879033838331,0.759,0.518,0,0
"439","ZMAT4",79698,"ENSG00000165061","Neuronal",0.865,0.398,3.8412040058947,0.872,0.744,0,0
"440","ZNF385B",151126,"ENSG00000144331","Neuronal",0.915,0.322,3.74142445734642,0.926,0.852,0,0
"441","ZNF804B",219578,"ENSG00000182348","Neuronal",0.844,0.505,3.05419594946038,0.818,0.636,0,0
