"","gene","cluster","avg_logFC","pct.1","pct.2","p_val","p_val_adj"
"1968","Tagln2","Endothelial Cells",5.623384704,0.547,0.094,0,0
"1971","Abcb1a","Endothelial Cells",8.561800354,0.482,0.04,0,1.0894e-306
"1973","Nostrin","Endothelial Cells",7.91906869,0.521,0.032,1.3486e-298,6.1722e-294
"1974","S100a11","Endothelial Cells",5.8058523,0.534,0.027,3.0814e-295,1.4103e-290
"1975","Sparc","Endothelial Cells",5.784776847,0.613,0.091,1.9528e-294,8.9376e-290
"1976","Ctsh","Endothelial Cells",8.611821916,0.426,0.019,4.6715e-294,2.1381e-289
"1977","Ly6c2","Endothelial Cells",4.816593031,0.458,0.001,5.7075e-294,2.6122e-289
"1980","Tmem204","Endothelial Cells",6.73082363,0.512,0.023,2.3735e-283,1.0863e-278
"1984","Ptprb","Endothelial Cells",7.553135299,0.512,0.089,2.0504e-274,9.3841e-270
"1986","Itm2a","Endothelial Cells",7.907507369,0.7,0.244,9.828e-273,4.4981e-268
"1987","Icam2","Endothelial Cells",8.405842009,0.415,0.003,1.2317e-272,5.6374e-268
"1988","Tek","Endothelial Cells",6.23288541,0.706,0.272,6.8858e-271,3.1515e-266
"1989","Fn1","Endothelial Cells",8.351344069,0.447,0.015,1.2496e-270,5.7191e-266
"1992","Foxc1","Endothelial Cells",6.606635901,0.454,0.009,2.3571e-261,1.0788e-256
"1994","Arhgap29","Endothelial Cells",5.357605307,0.691,0.144,8.427e-261,3.8569e-256
"1995","BC028528","Endothelial Cells",5.831426128,0.512,0.066,3.406e-260,1.5589e-255
"1997","Ets1","Endothelial Cells",6.057834063,0.523,0.044,2.1869e-259,1.0009e-254
"1998","Wfdc1","Endothelial Cells",6.319177827,0.464,0.016,1.2503e-258,5.7223e-254
"2003","Ppfibp1","Endothelial Cells",3.110654811,0.797,0.285,8.3212e-253,3.8085e-248
"2004","Paqr5","Endothelial Cells",7.118460869,0.449,0.036,2.5219e-252,1.1542e-247
"2005","Foxf2","Endothelial Cells",7.334506825,0.404,0.002,4.3617e-252,1.9963e-247
"2006","Cyyr1","Endothelial Cells",7.799686307,0.438,0.017,1.0501e-250,4.806e-246
"2007","Sox18","Endothelial Cells",7.675683864,0.456,0.033,1.4127e-249,6.4658e-245
"2009","Fli1","Endothelial Cells",7.757714381,0.439,0.014,1.0668e-247,4.8827e-243
"2011","Ptrf","Endothelial Cells",5.703772199,0.49,0.018,9.7052e-245,4.4419e-240
"2013","Anxa2","Endothelial Cells",5.064016732,0.488,0.031,1.4785e-243,6.7667e-239
"2017","Crip1","Endothelial Cells",6.322834051,0.499,0.036,7.5258e-240,3.4444e-235
"2021","Lgals9","Endothelial Cells",6.236419133,0.51,0.108,1.2047e-234,5.5135e-230
"2024","Gjc1","Endothelial Cells",6.706686851,0.503,0.044,8.8542e-228,4.0524e-223
"2027","Grrp1","Endothelial Cells",5.873051262,0.505,0.048,1.6183e-223,7.4065e-219
"2030","Col4a1","Endothelial Cells",3.91148619,0.756,0.281,5.3929e-221,2.4682e-216
"2031","Lmo2","Endothelial Cells",4.624847117,0.624,0.089,2.1251e-217,9.7259e-213
"2033","Id1","Endothelial Cells",5.245890409,0.473,0.062,4.4226e-217,2.0241e-212
"2039","Msn","Endothelial Cells",4.588321869,0.488,0.03,2.0956e-210,9.5912e-206
"2040","Bst2","Endothelial Cells",5.631488195,0.484,0.046,5.1637e-210,2.3633e-205
"2042","Zfp36","Endothelial Cells",5.390221244,0.46,0.036,4.4298e-208,2.0274e-203
"2043","Lnx2","Endothelial Cells",4.019956809,0.693,0.28,6.212e-207,2.8431e-202
"2046","Gpr4","Endothelial Cells",5.257693813,0.529,0.069,2.7146e-203,1.2424e-198
"2047","Epas1","Endothelial Cells",3.808031838,0.598,0.17,1.2584e-202,5.7595e-198
"2048","Rasgrp3","Endothelial Cells",4.798141708,0.479,0.063,3.3963e-201,1.5544e-196
"2053","Plat","Endothelial Cells",3.990753295,0.773,0.371,8.9177e-195,4.0814e-190
"2056","Lef1","Endothelial Cells",4.010064909,0.574,0.117,5.7231e-188,2.6193e-183
"2058","Tspo","Endothelial Cells",4.615243719,0.445,0.042,2.0058e-185,9.1804e-181
"2061","Arhgap6","Endothelial Cells",4.570555756,0.533,0.122,3.8217e-182,1.7491e-177
"2065","Fcgrt","Endothelial Cells",4.191359379,0.499,0.074,4.2503e-180,1.9453e-175
"2066","Rgs12","Endothelial Cells",2.893529069,0.687,0.157,1.8588e-179,8.5072e-175
"2068","Tanc1","Endothelial Cells",2.574968272,0.739,0.263,1.3734e-178,6.2856e-174
"2071","Cald1","Endothelial Cells",5.648200373,0.549,0.097,7.0563e-177,3.2295e-172
"2073","Ptpn14","Endothelial Cells",3.952274028,0.436,0.031,5.6881e-175,2.6033e-170
"2074","Phactr2","Endothelial Cells",1.86682365,0.799,0.315,3.2849e-174,1.5034e-169
"2098","H2-K1","Endothelial Cells",4.090916041,0.551,0.13,6.8421e-134,3.1315e-129
"2100","Filip1","Endothelial Cells",3.656465114,0.529,0.114,4.1831e-133,1.9145e-128
"2105","Gm867","Endothelial Cells",1.187802248,0.315,0.824,2.8978e-131,1.3263e-126
"2163","Urah","PYC Neurons",6.257741911,0.5,0.01,0,0
"2164","LOC105242740","PYC Neurons",5.840553941,0.419,0.003,0,0
"2165","Neurod6","PYC Neurons",5.830117006,0.997,0.134,0,0
"2166","Blnk","PYC Neurons",5.766437947,0.521,0.064,0,0
"2167","Gm11549","PYC Neurons",5.226611262,0.866,0.042,0,0
"2168","Lamp5","PYC Neurons",5.130600968,0.585,0.113,0,0
"2169","Tcrb","PYC Neurons",4.880492199,0.801,0.22,0,0
"2170","Gm30512","PYC Neurons",4.730029899,0.5,0.013,0,0
"2171","Gm30092","PYC Neurons",4.485960604,0.525,0.08,0,0
"2172","Cd7","PYC Neurons",4.378404293,0.467,0.005,0,0
"2173","Exph5","PYC Neurons",4.350248194,0.559,0.03,0,0
"2174","LOC102636041","PYC Neurons",4.340107437,0.456,0.017,0,0
"2175","LOC105246694","PYC Neurons",4.241839888,0.528,0.01,0,0
"2176","Nxph3","PYC Neurons",4.212680998,0.521,0.023,0,0
"2177","Igfbp6","PYC Neurons",4.156924708,0.619,0.065,0,0
"2178","9130024F11Rik","PYC Neurons",4.089902452,0.804,0.021,0,0
"2179","Ipcef1","PYC Neurons",4.075498092,0.859,0.089,0,0
"2180","Col12a1","PYC Neurons",3.903143615,0.491,0.078,0,0
"2181","C730002L08Rik","PYC Neurons",3.903039344,0.662,0.042,0,0
"2182","Ano3","PYC Neurons",3.896070867,0.991,0.2,0,0
"2183","Fancd2","PYC Neurons",3.857826024,0.511,0.083,0,0
"2184","Satb2","PYC Neurons",3.832202171,0.926,0.176,0,0
"2185","Gm2694","PYC Neurons",3.808858535,0.582,0.033,0,0
"2186","Nptx1","PYC Neurons",3.716138206,0.951,0.121,0,0
"2187","Nrgn","PYC Neurons",3.524388444,0.994,0.415,0,0
"2188","Egr3","PYC Neurons",3.483085748,0.831,0.106,0,0
"2189","3110035E14Rik","PYC Neurons",3.421683887,0.99,0.167,0,0
"2190","Ovol2","PYC Neurons",3.351840663,0.814,0.057,0,0
"2191","Glt8d2","PYC Neurons",3.309480486,0.55,0.061,0,0
"2192","Kcnv1","PYC Neurons",3.281349322,0.899,0.142,0,0
"2193","LOC105242578","PYC Neurons",3.249645017,0.552,0.024,0,0
"2194","LOC105244975","PYC Neurons",3.244925763,0.453,0.029,0,0
"2195","Sgcz","PYC Neurons",3.237975352,0.961,0.483,0,0
"2196","Rprm","PYC Neurons",3.186360144,0.576,0.117,0,0
"2197","LOC102643147","PYC Neurons",3.185545843,0.758,0.094,0,0
"2198","Galnt9","PYC Neurons",3.17359694,0.953,0.224,0,0
"2199","Ramp3","PYC Neurons",3.145113366,0.689,0.055,0,0
"2200","LOC102641105","PYC Neurons",3.127827376,0.987,0.28,0,0
"2201","Grm2","PYC Neurons",3.109935235,0.569,0.055,0,0
"2202","Tbr1","PYC Neurons",3.094864049,0.992,0.11,0,0
"2203","E130012A19Rik","PYC Neurons",3.093414498,0.805,0.073,0,0
"2204","Gm17322","PYC Neurons",3.075550822,0.471,0.031,0,0
"2205","Serinc2","PYC Neurons",3.067646231,0.475,0.032,0,0
"2206","Gm28905","PYC Neurons",3.041904718,0.637,0.14,0,0
"2207","Cckbr","PYC Neurons",3.021980764,0.879,0.101,0,0
"2208","Rab26","PYC Neurons",2.981691141,0.946,0.232,0,0
"2209","Fhl2","PYC Neurons",2.968460232,0.973,0.185,0,0
"2210","Pcp4","PYC Neurons",2.946159306,0.912,0.429,0,0
"2211","Wnt10a","PYC Neurons",2.939319731,0.463,0.046,0,0
"2212","Hpca","PYC Neurons",2.857099367,0.987,0.403,0,0
"2213","Rnf39","PYC Neurons",2.852729058,0.535,0.03,0,0
"2214","Ldb2","PYC Neurons",2.796235704,0.996,0.188,0,0
"2215","Dusp14","PYC Neurons",2.744812707,0.987,0.329,0,0
"2216","Hs3st2","PYC Neurons",2.72725198,0.79,0.178,0,0
"2217","Bdnf","PYC Neurons",2.709243238,0.64,0.116,0,0
"2218","Myh3","PYC Neurons",2.695167874,0.497,0.021,0,0
"2219","Prss12","PYC Neurons",2.688985788,0.762,0.119,0,0
"2220","1110008P14Rik","PYC Neurons",2.674105542,1,0.567,0,0
"2221","Tnnt2","PYC Neurons",2.621207558,0.61,0.076,0,0
"2222","Gm26974","PYC Neurons",2.600185193,0.532,0.062,0,0
"2223","Islr2","PYC Neurons",2.594404423,0.676,0.066,0,0
"2224","Pcsk2","PYC Neurons",2.580545977,1,0.441,0,0
"2225","Pde1a","PYC Neurons",2.571508152,0.985,0.306,0,0
"2226","Kcnk4","PYC Neurons",2.551096825,0.797,0.134,0,0
"2227","Cck","PYC Neurons",2.502462591,0.903,0.382,0,0
"2228","Fmnl1","PYC Neurons",2.483085774,0.948,0.227,0,0
"2229","Rtn4r","PYC Neurons",2.43947094,0.822,0.132,0,0
"2230","Crym","PYC Neurons",2.433641924,0.77,0.118,0,0
"2231","Prrt2","PYC Neurons",2.426100952,0.995,0.332,0,0
"2232","Gabra5","PYC Neurons",2.419536928,0.889,0.207,0,0
"2233","Gm2824","PYC Neurons",2.397686374,0.761,0.111,0,0
"2234","Mmp17","PYC Neurons",2.387945754,0.867,0.201,0,0
"2235","Neurod2","PYC Neurons",2.382064585,0.973,0.097,0,0
"2236","Dclk3","PYC Neurons",2.378232161,0.557,0.071,0,0
"2237","1700001L19Rik","PYC Neurons",2.375652085,0.93,0.177,0,0
"2238","Cnksr2","PYC Neurons",2.359655282,0.993,0.346,0,0
"2239","Gpr150","PYC Neurons",2.350678246,0.631,0.067,0,0
"2240","LOC105242710","PYC Neurons",2.348785615,0.592,0.08,0,0
"2241","Adcy1","PYC Neurons",2.34558528,0.993,0.317,0,0
"2242","Camk4","PYC Neurons",2.334982743,0.986,0.378,0,0
"2243","Khdrbs3","PYC Neurons",2.322588224,0.999,0.572,0,0
"2244","Ctxn1","PYC Neurons",2.291164288,0.999,0.362,0,0
"2245","Ryr2","PYC Neurons",2.282341081,0.996,0.435,0,0
"2246","Rprml","PYC Neurons",2.267295291,0.991,0.161,0,0
"2247","Diras2","PYC Neurons",2.259953594,0.969,0.295,0,0
"2248","Nrn1","PYC Neurons",2.256187398,0.921,0.207,0,0
"2249","Gm11418","PYC Neurons",2.24159885,0.805,0.156,0,0
"2250","Lrrc55","PYC Neurons",2.226044689,0.524,0.056,0,0
"2251","Mctp1","PYC Neurons",2.224362167,0.921,0.389,0,0
"2252","Rasl10a","PYC Neurons",2.174502787,0.656,0.145,0,0
"2253","Nefm","PYC Neurons",2.158814974,0.831,0.17,0,0
"2254","4930447C04Rik","PYC Neurons",2.151156313,0.868,0.171,0,0
"2255","Wnt9a","PYC Neurons",2.141728109,0.464,0.032,0,0
"2256","Gfra2","PYC Neurons",2.140370773,0.799,0.102,0,0
"2257","Lrrc6","PYC Neurons",2.140358381,0.625,0.115,0,0
"2258","Cst6","PYC Neurons",2.134081395,0.894,0.179,0,0
"2259","Grin2a","PYC Neurons",2.132612421,0.958,0.318,0,0
"2260","Arc","PYC Neurons",2.130415528,0.715,0.11,0,0
"2261","Prrt3","PYC Neurons",2.122551142,0.789,0.191,0,0
"2262","Gm2464","PYC Neurons",2.122075938,0.772,0.133,0,0
"2263","Sv2b","PYC Neurons",2.121162421,0.991,0.2,0,0
"2264","Abracl","PYC Neurons",2.11470261,0.935,0.228,0,0
"2265","Garnl3","PYC Neurons",2.098638524,0.911,0.384,0,0
"2266","LOC102634132","PYC Neurons",2.09281798,0.772,0.098,0,0
"2267","Hs3st4","PYC Neurons",2.086940906,0.784,0.179,0,0
"2268","Ephb6","PYC Neurons",2.075418193,0.861,0.181,0,0
"2269","LOC105243282","PYC Neurons",2.072420493,0.495,0.03,0,0
"2270","Nrep","PYC Neurons",2.058231839,0.824,0.352,0,0
"2271","Rasgrp1","PYC Neurons",2.049691682,0.988,0.328,0,0
"2272","Tesc","PYC Neurons",2.045577984,0.708,0.23,0,0
"2273","Prkcb","PYC Neurons",2.039171211,0.999,0.579,0,0
"2274","Cecr6","PYC Neurons",2.028354889,0.766,0.103,0,0
"2275","Arhgap25","PYC Neurons",2.014022524,0.612,0.164,0,0
"2276","Sh3gl2","PYC Neurons",2.008938167,0.998,0.441,0,0
"2277","Ttc9b","PYC Neurons",2.002788675,0.997,0.376,0,0
"2278","Necab3","PYC Neurons",1.987036682,0.87,0.277,0,0
"2279","Gm5468","PYC Neurons",1.977709038,0.806,0.107,0,0
"2280","Slc7a4","PYC Neurons",1.976152132,0.942,0.287,0,0
"2281","Hecw1","PYC Neurons",1.973274277,0.99,0.421,0,0
"2282","Homer1","PYC Neurons",1.970589606,0.984,0.469,0,0
"2283","Pdp1","PYC Neurons",1.967944425,0.915,0.36,0,0
"2284","Ccl27a","PYC Neurons",1.965970395,0.999,0.5,0,0
"2285","1110018N20Rik","PYC Neurons",1.954527327,0.723,0.152,0,0
"2286","Stx1a","PYC Neurons",1.954092239,0.997,0.412,0,0
"2287","Ankrd33b","PYC Neurons",1.95252496,0.863,0.154,0,0
"2288","Kcnmb4os2","PYC Neurons",1.950135405,0.612,0.109,0,0
"2289","B3galt2","PYC Neurons",1.927679785,0.887,0.358,0,0
"2290","Kcnh3","PYC Neurons",1.926068374,0.743,0.182,0,0
"2291","Slit3","PYC Neurons",1.922311438,0.88,0.364,0,0
"2292","Ociad2","PYC Neurons",1.914977576,0.98,0.319,0,0
"2293","St3gal5","PYC Neurons",1.910647835,0.978,0.382,0,0
"2294","Lpcat4","PYC Neurons",1.906525909,0.988,0.357,0,0
"2295","N28178","PYC Neurons",1.905292205,0.992,0.329,0,0
"2296","Hpcal4","PYC Neurons",1.894432881,0.994,0.392,0,0
"2297","LOC105245972","PYC Neurons",1.888008599,0.475,0.046,0,0
"2298","Slc8a2","PYC Neurons",1.883821911,0.88,0.151,0,0
"2299","Fxyd7","PYC Neurons",1.882453635,0.999,0.306,0,0
"2300","Rph3a","PYC Neurons",1.875766642,0.974,0.324,0,0
"2301","4933412E12Rik","PYC Neurons",1.866271579,0.554,0.075,0,0
"2302","St6gal2","PYC Neurons",1.865511565,0.925,0.333,0,0
"2303","Ptchd1","PYC Neurons",1.856083906,0.891,0.186,0,0
"2304","Sstr2","PYC Neurons",1.852653357,0.62,0.103,0,0
"2305","Cacnb4","PYC Neurons",1.852648471,1,0.565,0,0
"2306","Pgm2l1","PYC Neurons",1.84228157,0.996,0.414,0,0
"2307","Rnf112","PYC Neurons",1.842009097,0.947,0.262,0,0
"2308","Mal2","PYC Neurons",1.835418676,0.991,0.396,0,0
"2309","A230070E04Rik","PYC Neurons",1.83382344,0.678,0.13,0,0
"2310","Enc1","PYC Neurons",1.833669355,0.918,0.247,0,0
"2311","Phyhip","PYC Neurons",1.83194529,0.987,0.272,0,0
"2312","Syt16","PYC Neurons",1.831612588,0.993,0.393,0,0
"2313","Lin7b","PYC Neurons",1.830152149,0.996,0.378,0,0
"2314","Rin1","PYC Neurons",1.825059821,0.516,0.056,0,0
"2315","Chgb","PYC Neurons",1.817522304,0.998,0.432,0,0
"2316","Fam131a","PYC Neurons",1.814879714,0.979,0.372,0,0
"2317","Itpka","PYC Neurons",1.811819964,0.906,0.143,0,0
"2318","Tmem132a","PYC Neurons",1.806813006,0.965,0.332,0,0
"2319","Kcnmb4","PYC Neurons",1.80597199,0.986,0.306,0,0
"2320","Slit1","PYC Neurons",1.804234434,0.76,0.18,0,0
"2321","Acta1","PYC Neurons",1.802810863,0.879,0.332,0,0
"2322","Mapk11","PYC Neurons",1.793765974,0.858,0.173,0,0
"2323","Sel1l3","PYC Neurons",1.789990362,0.895,0.21,0,0
"2324","A830010M20Rik","PYC Neurons",1.787897276,0.972,0.347,0,0
"2325","Ephx4","PYC Neurons",1.774493388,0.998,0.336,0,0
"2326","Lzts1","PYC Neurons",1.765224643,0.967,0.183,0,0
"2327","Igsf21","PYC Neurons",1.765073402,0.827,0.287,0,0
"2328","Kcnj6","PYC Neurons",1.761184018,0.896,0.311,0,0
"2329","Tenm2","PYC Neurons",1.759929938,0.999,0.534,0,0
"2330","Rimbp2","PYC Neurons",1.756893994,0.841,0.412,0,0
"2331","Gm7308","PYC Neurons",1.756721445,0.99,0.559,0,0
"2332","LOC105242901","PYC Neurons",1.751972188,0.978,0.201,0,0
"2333","Emx1","PYC Neurons",1.747960015,0.553,0.073,0,0
"2334","Slc17a7","PYC Neurons",1.743490091,0.999,0.203,0,0
"2335","Gm29729","PYC Neurons",1.738892416,0.859,0.204,0,0
"2336","Nefl","PYC Neurons",1.734110447,0.948,0.225,0,0
"2337","Ogfrl1","PYC Neurons",1.723805174,0.994,0.494,0,0
"2338","D130043K22Rik","PYC Neurons",1.718483522,0.881,0.316,0,0
"2339","2310075C17Rik","PYC Neurons",1.713085374,0.617,0.071,0,0
"2340","Stxbp5l","PYC Neurons",1.707658187,0.999,0.556,0,0
"2341","Camkv","PYC Neurons",1.697147638,0.972,0.313,0,0
"2342","D030068K23Rik","PYC Neurons",1.688891694,0.509,0.107,0,0
"2343","Coro1a","PYC Neurons",1.687240808,0.99,0.335,0,0
"2344","Rasal1","PYC Neurons",1.678506032,0.762,0.14,0,0
"2345","Nell2","PYC Neurons",1.678040851,0.996,0.383,0,0
"2346","Lingo1","PYC Neurons",1.675920724,0.953,0.253,0,0
"2347","Syt5","PYC Neurons",1.672221914,0.997,0.388,0,0
"2348","Fam105a","PYC Neurons",1.670362573,0.867,0.22,0,0
"2349","C1ql3","PYC Neurons",1.661545514,0.492,0.055,0,0
"2350","Cds1","PYC Neurons",1.659190031,0.906,0.271,0,0
"2351","Cacnb3","PYC Neurons",1.655652159,0.921,0.259,0,0
"2352","B4galnt1","PYC Neurons",1.648559155,0.952,0.304,0,0
"2353","Khdrbs2","PYC Neurons",1.645206814,0.954,0.318,0,0
"2354","Btbd10","PYC Neurons",1.644521254,0.99,0.536,0,0
"2355","Gm30829","PYC Neurons",1.640571979,0.618,0.123,0,0
"2356","Necab1","PYC Neurons",1.63757176,0.839,0.247,0,0
"2357","Baiap2","PYC Neurons",1.633025017,0.997,0.345,0,0
"2358","Doc2a","PYC Neurons",1.630749898,0.649,0.165,0,0
"2359","Gm2163","PYC Neurons",1.629702376,0.824,0.315,0,0
"2360","D430041D05Rik","PYC Neurons",1.627535449,0.91,0.303,0,0
"2361","Gadd45a","PYC Neurons",1.623508546,0.673,0.154,0,0
"2362","Dtl","PYC Neurons",1.623026646,0.557,0.13,0,0
"2363","Sphkap","PYC Neurons",1.618061529,0.923,0.259,0,0
"2364","Gm30439","PYC Neurons",1.617873655,0.648,0.147,0,0
"2365","Rgs11","PYC Neurons",1.61441191,0.8,0.176,0,0
"2366","Gda","PYC Neurons",1.611476223,0.981,0.226,0,0
"2367","Extl1","PYC Neurons",1.61144713,0.91,0.211,0,0
"2368","Camkk2","PYC Neurons",1.599334596,0.958,0.369,0,0
"2369","Hapln4","PYC Neurons",1.596056083,0.682,0.138,0,0
"2370","Stk32c","PYC Neurons",1.594374559,0.815,0.306,0,0
"2371","Golga7b","PYC Neurons",1.594324321,0.968,0.283,0,0
"2372","Dnajc21","PYC Neurons",1.593451005,0.837,0.347,0,0
"2373","Matk","PYC Neurons",1.592233263,0.996,0.527,0,0
"2374","Slitrk1","PYC Neurons",1.589110542,0.84,0.145,0,0
"2375","Snca","PYC Neurons",1.588372274,1,0.511,0,0
"2376","Fezf2","PYC Neurons",1.585410051,0.758,0.109,0,0
"2377","Hrasls","PYC Neurons",1.583172463,0.684,0.175,0,0
"2378","Fam26e","PYC Neurons",1.58135494,0.495,0.061,0,0
"2379","Sprn","PYC Neurons",1.580389996,0.95,0.262,0,0
"2380","Brinp2","PYC Neurons",1.579668644,0.925,0.291,0,0
"2381","Sidt1","PYC Neurons",1.576892818,0.826,0.315,0,0
"2382","Gfra4","PYC Neurons",1.569391541,0.98,0.354,0,0
"2383","Rapgefl1","PYC Neurons",1.568092315,0.865,0.245,0,0
"2384","Chsy3","PYC Neurons",1.566005699,0.902,0.277,0,0
"2385","Frrs1l","PYC Neurons",1.559112514,0.982,0.396,0,0
"2386","1110032F04Rik","PYC Neurons",1.55517728,0.57,0.094,0,0
"2387","Cacng3","PYC Neurons",1.553494001,0.942,0.321,0,0
"2388","Arhgdig","PYC Neurons",1.55038503,0.997,0.383,0,0
"2389","Celf5","PYC Neurons",1.550057584,0.986,0.306,0,0
"2390","Ltk","PYC Neurons",1.549856995,0.586,0.101,0,0
"2391","Svop","PYC Neurons",1.54797737,0.957,0.317,0,0
"2392","Ssbp3","PYC Neurons",1.547613807,0.992,0.519,0,0
"2393","Gm26871","PYC Neurons",1.546663442,0.818,0.172,0,0
"2394","Hsph1","PYC Neurons",1.540648501,0.996,0.564,0,0
"2395","Fam163b","PYC Neurons",1.533933918,0.953,0.241,0,0
"2396","Gria3","PYC Neurons",1.532887136,0.99,0.414,0,0
"2397","Schip1","PYC Neurons",1.530010479,0.995,0.494,0,0
"2398","Sept3","PYC Neurons",1.523170128,0.988,0.39,0,0
"2399","LOC105246171","PYC Neurons",1.518087117,0.761,0.195,0,0
"2400","Miat","PYC Neurons",1.516747045,0.945,0.259,0,0
"2401","Spock1","PYC Neurons",1.508082817,0.994,0.392,0,0
"2402","Ina","PYC Neurons",1.502987768,0.937,0.321,0,0
"2403","Pcsk5","PYC Neurons",1.496338676,0.589,0.153,0,0
"2404","Rap1gap2","PYC Neurons",1.492709961,0.963,0.413,0,0
"2405","Tmsb10","PYC Neurons",1.489362924,0.998,0.592,0,0
"2406","Vsnl1","PYC Neurons",1.488173775,1,0.509,0,0
"2407","Myt1l","PYC Neurons",1.48539626,0.999,0.49,0,0
"2408","Gm9844","PYC Neurons",1.483207625,0.891,0.427,0,0
"2409","Camk2a","PYC Neurons",1.47709974,0.983,0.373,0,0
"2410","Itpr1","PYC Neurons",1.474214952,0.988,0.413,0,0
"2411","Rab15","PYC Neurons",1.472218411,0.962,0.258,0,0
"2412","Nyap2","PYC Neurons",1.470796151,0.842,0.344,0,0
"2413","Gap43","PYC Neurons",1.468381466,0.999,0.447,0,0
"2414","Syt13","PYC Neurons",1.468349896,0.988,0.354,0,0
"2415","Gm17202","PYC Neurons",1.465789274,0.886,0.255,0,0
"2416","Dnm1","PYC Neurons",1.462375577,0.999,0.488,0,0
"2417","Cx3cl1","PYC Neurons",1.456421109,0.998,0.462,0,0
"2418","Rnd1","PYC Neurons",1.44795587,0.723,0.167,0,0
"2419","Cnih3","PYC Neurons",1.4449235,0.726,0.283,0,0
"2420","Basp1","PYC Neurons",1.443848262,1,0.491,0,0
"2421","Psd","PYC Neurons",1.440278545,0.954,0.31,0,0
"2422","LOC102633357","PYC Neurons",1.439281354,0.821,0.163,0,0
"2423","Gabrb3","PYC Neurons",1.438009221,0.998,0.444,0,0
"2424","Rltpr","PYC Neurons",1.434532295,0.978,0.351,0,0
"2425","Syt4","PYC Neurons",1.432678758,1,0.399,0,0
"2426","C230004F18Rik","PYC Neurons",1.43225012,0.968,0.35,0,0
"2427","5330417C22Rik","PYC Neurons",1.43177426,0.897,0.395,0,0
"2428","Pcsk1","PYC Neurons",1.430053968,0.786,0.218,0,0
"2429","Fam131b","PYC Neurons",1.427929973,0.729,0.192,0,0
"2430","Kcnb1","PYC Neurons",1.425923427,0.983,0.459,0,0
"2431","Kcnh1","PYC Neurons",1.420713288,0.801,0.288,0,0
"2432","Fhod3","PYC Neurons",1.419664908,0.78,0.274,0,0
"2433","Tmem158","PYC Neurons",1.414979166,0.913,0.254,0,0
"2434","Gm4204","PYC Neurons",1.414564368,0.992,0.508,0,0
"2435","Mllt11","PYC Neurons",1.413178919,1,0.55,0,0
"2436","Sipa1l1","PYC Neurons",1.412759242,0.981,0.415,0,0
"2437","Cnih2","PYC Neurons",1.412038959,0.992,0.413,0,0
"2438","Atl1","PYC Neurons",1.407484387,0.996,0.518,0,0
"2439","Lzts3","PYC Neurons",1.403656577,0.878,0.256,0,0
"2440","Sult2b1","PYC Neurons",1.395340044,0.733,0.216,0,0
"2441","Eef1a2","PYC Neurons",1.3950407,0.996,0.381,0,0
"2442","S100a10","PYC Neurons",1.393910548,0.796,0.282,0,0
"2443","Dkk3","PYC Neurons",1.391099043,0.959,0.334,0,0
"2444","Vopp1","PYC Neurons",1.382149463,0.952,0.356,0,0
"2445","6330403K07Rik","PYC Neurons",1.374995991,0.999,0.436,0,0
"2446","Coro2a","PYC Neurons",1.37326842,0.692,0.161,0,0
"2447","Nr4a3","PYC Neurons",1.360219017,0.561,0.097,0,0
"2448","Slc35f3","PYC Neurons",1.358588727,0.857,0.29,0,0
